Word IPA ARPAbet Pronunciation
geû /gɛʊ/ G|EH|UH gehuu
gou /gɒʌ/ G|AA|AH gouh
goë /gɒɜː/ G|AA|ER goer
gue /gʌɛ/ G|AH|EH guheh
gui /gʌɪ/ G|AH|IH guhih
guo /gʌɒ/ G|AH|AA guho
guu /gʌʌ/ G|AH|AH guhuh
guá /gʌeɪ/ G|AH|EY guhay
gué /gʌiː/ G|AH|IY guhee
guí /gʌaɪ/ G|AH|AY guhiy
guó /gʌoʊ/ G|AH|OW guhoh
guú /gʌuː/ G|AH|UW guhoo
guä /gʌɔː/ G|AH|AO guhaw
guö /gʌɔɪ/ G|AH|OY guhoi
guâ /gʌɑː/ G|AH|AA guhah
guû /gʌʊ/ G|AH|UH guhuu
gáa /geɪæ/ G|EY|AE gayaa
gáe /geɪɛ/ G|EY|EH gayeh
gái /geɪɪ/ G|EY|IH gayih
gáo /geɪɒ/ G|EY|AA gayo
gáu /geɪʌ/ G|EY|AH gayuh
gáá /geɪeɪ/ G|EY|EY gayay
gáé /geɪiː/ G|EY|IY gayee
gáí /geɪaɪ/ G|EY|AY gayiy
gáó /geɪoʊ/ G|EY|OW gayoh
gáú /geɪuː/ G|EY|UW gayoo
gáä /geɪɔː/ G|EY|AO gayaw
gáë /geɪɜː/ G|EY|ER gayer
gáö /geɪɔɪ/ G|EY|OY gayoi
gáü /geɪaʊ/ G|EY|AW gayow
gáâ /geɪɑː/ G|EY|AA gayah
gáû /geɪʊ/ G|EY|UH gayuu
géa /giːæ/ G|IY|AE geeaa
gée /giːɛ/ G|IY|EH geeeh
géi /giːɪ/ G|IY|IH geeih
géo /giːɒ/ G|IY|AA geeo
géu /giːʌ/ G|IY|AH geeuh
géá /giːeɪ/ G|IY|EY geeay
géí /giːaɪ/ G|IY|AY geeiy
géó /giːoʊ/ G|IY|OW geeoh
géú /giːuː/ G|IY|UW geeoo
géä /giːɔː/ G|IY|AO geeaw
géë /giːɜː/ G|IY|ER geeer
géö /giːɔɪ/ G|IY|OY geeoi
géü /giːaʊ/ G|IY|AW geeow
géâ /giːɑː/ G|IY|AA geeah
géû /giːʊ/ G|IY|UH geeuu
gía /gaɪæ/ G|AY|AE giyaa
gíe /gaɪɛ/ G|AY|EH giyeh
gíi /gaɪɪ/ G|AY|IH giyih
gío /gaɪɒ/ G|AY|AA giyo
gíu /gaɪʌ/ G|AY|AH giyuh
gíá /gaɪeɪ/ G|AY|EY giyay
gíé /gaɪiː/ G|AY|IY giyee
gíó /gaɪoʊ/ G|AY|OW giyoh
gíú /gaɪuː/ G|AY|UW giyoo
gíä /gaɪɔː/ G|AY|AO giyaw
gíë /gaɪɜː/ G|AY|ER giyer
gíü /gaɪaʊ/ G|AY|AW giyow
gíâ /gaɪɑː/ G|AY|AA giyah
gíû /gaɪʊ/ G|AY|UH giyuu
góa /goʊæ/ G|OW|AE gohaa
góe /goʊɛ/ G|OW|EH goheh
gói /goʊɪ/ G|OW|IH gohih
góo /goʊɒ/ G|OW|AA goho
góu /goʊʌ/ G|OW|AH gohuh
góá /goʊeɪ/ G|OW|EY gohay
góé /goʊiː/ G|OW|IY gohee
góí /goʊaɪ/ G|OW|AY gohiy
góó /goʊoʊ/ G|OW|OW gohoh
góú /goʊuː/ G|OW|UW gohoo
góä /goʊɔː/ G|OW|AO gohaw
góë /goʊɜː/ G|OW|ER goher
góö /goʊɔɪ/ G|OW|OY gohoi
góü /goʊaʊ/ G|OW|AW gohow
góâ /goʊɑː/ G|OW|AA gohah
góû /goʊʊ/ G|OW|UH gohuu
gúa /guːæ/ G|UW|AE gooaa
gúe /guːɛ/ G|UW|EH gooeh
gúi /guːɪ/ G|UW|IH gooih
gúu /guːʌ/ G|UW|AH goouh
gúá /guːeɪ/ G|UW|EY gooay
gúé /guːiː/ G|UW|IY gooee
gúí /guːaɪ/ G|AW|AY gooiy
gúó /guːoʊ/ G|UW|OW goooh
gúä /guːɔː/ G|UW|AO gooaw
gúë /guːɜː/ G|UW|ER gooer
gúö /guːɔɪ/ G|UW|OY goooi
gúü /guːaʊ/ G|UW|AW gooow
gúâ /guːɑː/ G|UW|AA gooah
gúû /guːʊ/ G|UW|UH goouu
gäa /gɔːæ/ G|AO|AE gawaa
gäe /gɔːɛ/ G|AO|EH gaweh
gäi /gɔːɪ/ G|AO|IH gawih
gäo /gɔːɒ/ G|AO|AA gawo
gäu /gɔːʌ/ G|AO|AH gawuh
gäá /gɔːeɪ/ G|AO|EY gaway
gäé /gɔːiː/ G|AO|IY gawee
gäí /gɔːaɪ/ G|AO|AY gawiy
gäó /gɔːoʊ/ G|AO|OW gawoh
gäú /gɔːuː/ G|AO|UW gawoo
gäë /gɔːɜː/ G|AO|ER gawer
gäö /gɔːɔɪ/ G|AO|OY gawoi
gäâ /gɔːɑː/ G|AO|AA gawah
gäû /gɔːʊ/ G|AO|UH gawuu
gëa /gɜːæ/ G|ER|AE geraa
gëe /gɜːɛ/ G|ER|EH gereh
gëi /gɜːɪ/ G|ER|IH gerih
gëo /gɜːɒ/ G|ER|AA gero
gëu /gɜːʌ/ G|ER|AH geruh
gëá /gɜːeɪ/ G|ER|EY geray
gëé /gɜːiː/ G|ER|IY geree
gëó /gɜːoʊ/ G|ER|OW geroh
gëâ /gɜːɑː/ G|ER|AA gerah
gëä /gɜːɔː/ G|ER|AO geraw
gëë /gɜːɜː/ G|ER|ER gerer
gëö /gɜːɔɪ/ G|ER|OY geroi
gëü /gɜːaʊ/ G|ER|AW gerow
göa /gɔɪæ/ G|OY|AE goiaa
göë /gɔɪɜː/ G|OY|ER goier
güi /gaʊɪ/ G|AW|IH gowih
güá /gaʊeɪ/ G|AW|EY goway
güé /gaʊiː/ G|AW|IY gowee
güë /gaʊɜː/ G|AW|ER gower
güâ /gaʊɑː/ G|AW|AA gowah
gâé /gɑːiː/ G|AA|IY gahee
gâí /gɑːaɪ/ G|AA|AY gahiy
gâö /gɑːɔɪ/ G|AA|OY gahoi
gâû /gɑːʊ/ G|AA|UH gahuu
gûa /gʊæ/ G|UH|AE guuaa
gûi /gʊɪ/ G|UH|IH guuih
gûo /gʊɒ/ G|UH|AA guuo
ha /hæ/ HH|AE haa
he /hɛ/ HH|EH heh
hi /hɪ/ HH|IH hih
ho /hɒ/ HH|AA ho
hu /hʌ/ HH|AH huh
há /heɪ/ HH|EY hay
hé /hiː/ HH|IY hee
hí /haɪ/ HH|AY hiy
hó /hoʊ/ HH|OW hoh
hú /huː/ HH|UW hoo
hä /hɔː/ HH|AO haw
hë /hɜː/ HH|ER her
hï /hj/ HH|Y hy
hö /hɔɪ/ HH|OY hoi
hü /haʊ/ HH|AW how
hâ /hɑː/ HH|AA hah
hû /hʊ/ HH|UH huu
heé /hɛiː/ HH|EH|IY hehee
heâ /hɛɑː/ HH|EH|AA hehah
heû /hɛʊ/ HH|EH|UH hehuu
hou /hɒʌ/ HH|AA|AH houh
hoë /hɒɜː/ HH|AA|ER hoer
hue /hʌɛ/ HH|AH|EH huheh
hui /hʌɪ/ HH|AH|IH huhih
huo /hʌɒ/ HH|AH|AA huho
huu /hʌʌ/ HH|AH|AH huhuh
huá /hʌeɪ/ HH|AH|EY huhay
hué /hʌiː/ HH|AH|IY huhee
huí /hʌaɪ/ HH|AH|AY huhiy
huó /hʌoʊ/ HH|AH|OW huhoh
huú /hʌuː/ HH|AH|UW huhoo
huä /hʌɔː/ HH|AH|AO huhaw
huö /hʌɔɪ/ HH|AH|OY huhoi
huâ /hʌɑː/ HH|AH|AA huhah
huû /hʌʊ/ HH|AH|UH huhuu
háa /heɪæ/ HH|EY|AE hayaa
háe /heɪɛ/ HH|EY|EH hayeh
hái /heɪɪ/ HH|EY|IH hayih
háo /heɪɒ/ HH|EY|AA hayo
háu /heɪʌ/ HH|EY|AH hayuh
háá /heɪeɪ/ HH|EY|EY hayay
háé /heɪiː/ HH|EY|IY hayee
háí /heɪaɪ/ HH|EY|AY hayiy
háó /heɪoʊ/ HH|EY|OW hayoh
háú /heɪuː/ HH|EY|UW hayoo
háä /heɪɔː/ HH|EY|AO hayaw
háë /heɪɜː/ HH|EY|ER hayer
háö /heɪɔɪ/ HH|EY|OY hayoi
háü /heɪaʊ/ HH|EY|AW hayow
háâ /heɪɑː/ HH|EY|AA hayah
háû /heɪʊ/ HH|EY|UH hayuu
héa /hiːæ/ HH|IY|AE heeaa
hée /hiːɛ/ HH|IY|EH heeeh
héi /hiːɪ/ HH|IY|IH heeih
héo /hiːɒ/ HH|IY|AA heeo
héu /hiːʌ/ HH|IY|AH heeuh
héá /hiːeɪ/ HH|IY|EY heeay
héí /hiːaɪ/ HH|IY|AY heeiy
héó /hiːoʊ/ HH|IY|OW heeoh
héú /hiːuː/ HH|IY|UW heeoo
héä /hiːɔː/ HH|IY|AO heeaw
héë /hiːɜː/ HH|IY|ER heeer
héö /hiːɔɪ/ HH|IY|OY heeoi
héü /hiːaʊ/ HH|IY|AW heeow
héâ /hiːɑː/ HH|IY|AA heeah
héû /hiːʊ/ HH|IY|UH heeuu
hía /haɪæ/ HH|AY|AE hiyaa
híe /haɪɛ/ HH|AY|EH hiyeh
híi /haɪɪ/ HH|AY|IH hiyih
hío /haɪɒ/ HH|AY|AA hiyo
híu /haɪʌ/ HH|AY|AH hiyuh
híá /haɪeɪ/ HH|AY|EY hiyay
híé /haɪiː/ HH|AY|IY hiyee
híó /haɪoʊ/ HH|AY|OW hiyoh
híú /haɪuː/ HH|AY|UW hiyoo
híä /haɪɔː/ HH|AY|AO hiyaw
híë /haɪɜː/ HH|AY|ER hiyer
híü /haɪaʊ/ HH|AY|AW hiyow
híâ /haɪɑː/ HH|AY|AA hiyah
híû /haɪʊ/ HH|AY|UH hiyuu
hóa /hoʊæ/ HH|OW|AE hohaa
hóe /hoʊɛ/ HH|OW|EH hoheh
hói /hoʊɪ/ HH|OW|IH hohih
hóo /hoʊɒ/ HH|OW|AA hoho
hóu /hoʊʌ/ HH|OW|AH hohuh
hóá /hoʊeɪ/ HH|OW|EY hohay
hóé /hoʊiː/ HH|OW|IY hohee
hóí /hoʊaɪ/ HH|OW|AY hohiy
hóó /hoʊoʊ/ HH|OW|OW hohoh
hóú /hoʊuː/ HH|OW|UW hohoo
hóä /hoʊɔː/ HH|OW|AO hohaw
hóë /hoʊɜː/ HH|OW|ER hoher
hóö /hoʊɔɪ/ HH|OW|OY hohoi
hóü /hoʊaʊ/ HH|OW|AW hohow
hóâ /hoʊɑː/ HH|OW|AA hohah
hóû /hoʊʊ/ HH|OW|UH hohuu
húa /huːæ/ HH|UW|AE hooaa
húe /huːɛ/ HH|UW|EH hooeh
húi /huːɪ/ HH|UW|IH hooih
húu /huːʌ/ HH|UW|AH hoouh
húá /huːeɪ/ HH|UW|EY hooay
húé /huːiː/ HH|UW|IY hooee
húí /huːaɪ/ HH|AW|AY hooiy
húó /huːoʊ/ HH|UW|OW hoooh
húä /huːɔː/ HH|UW|AO hooaw
húë /huːɜː/ HH|UW|ER hooer
húö /huːɔɪ/ HH|UW|OY hoooi
húü /huːaʊ/ HH|UW|AW hooow
húâ /huːɑː/ HH|UW|AA hooah
húû /huːʊ/ HH|UW|UH hoouu
häa /hɔːæ/ HH|AO|AE hawaa
häe /hɔːɛ/ HH|AO|EH haweh
häi /hɔːɪ/ HH|AO|IH hawih
häo /hɔːɒ/ HH|AO|AA hawo
häu /hɔːʌ/ HH|AO|AH hawuh
häá /hɔːeɪ/ HH|AO|EY haway
häé /hɔːiː/ HH|AO|IY hawee
häí /hɔːaɪ/ HH|AO|AY hawiy
häó /hɔːoʊ/ HH|AO|OW hawoh
häú /hɔːuː/ HH|AO|UW hawoo
häë /hɔːɜː/ HH|AO|ER hawer
häö /hɔːɔɪ/ HH|AO|OY hawoi
häâ /hɔːɑː/ HH|AO|AA hawah
häû /hɔːʊ/ HH|AO|UH hawuu
hëa /hɜːæ/ HH|ER|AE heraa
hëe /hɜːɛ/ HH|ER|EH hereh
hëi /hɜːɪ/ HH|ER|IH herih
hëo /hɜːɒ/ HH|ER|AA hero
hëu /hɜːʌ/ HH|ER|AH heruh
hëá /hɜːeɪ/ HH|ER|EY heray
hëé /hɜːiː/ HH|ER|IY heree
hëó /hɜːoʊ/ HH|ER|OW heroh
hëâ /hɜːɑː/ HH|ER|AA herah
hëä /hɜːɔː/ HH|ER|AO heraw
hëë /hɜːɜː/ HH|ER|ER herer
hëö /hɜːɔɪ/ HH|ER|OY heroi
hëü /hɜːaʊ/ HH|ER|AW herow
höa /hɔɪæ/ HH|OY|AE hoiaa
höë /hɔɪɜː/ HH|OY|ER hoier
hüi /haʊɪ/ HH|AW|IH howih
hüá /haʊeɪ/ HH|AW|EY howay
hüé /haʊiː/ HH|AW|IY howee
hüë /haʊɜː/ HH|AW|ER hower
hüâ /haʊɑː/ HH|AW|AA howah
hâé /hɑːiː/ HH|AA|IY hahee
hâí /hɑːaɪ/ HH|AA|AY hahiy
hâö /hɑːɔɪ/ HH|AA|OY hahoi
hâû /hɑːʊ/ HH|AA|UH hahuu
hûa /hʊæ/ HH|UH|AE huuaa
hûi /hʊɪ/ HH|UH|IH huuih
hûo /hʊɒ/ HH|UH|AA huuo
ja /dʒæ/ JH|AE jaa
je /dʒɛ/ JH|EH jeh
ji /dʒɪ/ JH|IH jih
jo /dʒɒ/ JH|AA jo
ju /dʒʌ/ JH|AH juh
já /dʒeɪ/ JH|EY jay
jé /dʒiː/ JH|IY jee
jí /dʒaɪ/ JH|AY jiy
jó /dʒoʊ/ JH|OW joh
jú /dʒuː/ JH|UW joo
jä /dʒɔː/ JH|AO jaw
jë /dʒɜː/ JH|ER jer
jï /dʒj/ JH|Y jy
jö /dʒɔɪ/ JH|OY joi
jü /dʒaʊ/ JH|AW jow
jâ /dʒɑː/ JH|AA jah
jû /dʒʊ/ JH|UH juu
jeé /dʒɛiː/ JH|EH|IY jehee
jeâ /dʒɛɑː/ JH|EH|AA jehah
jeû /dʒɛʊ/ JH|EH|UH jehuu
jou /dʒɒʌ/ JH|AA|AH jouh
joë /dʒɒɜː/ JH|AA|ER joer
jue /dʒʌɛ/ JH|AH|EH juheh
jui /dʒʌɪ/ JH|AH|IH juhih
juo /dʒʌɒ/ JH|AH|AA juho
juu /dʒʌʌ/ JH|AH|AH juhuh
juá /dʒʌeɪ/ JH|AH|EY juhay
jué /dʒʌiː/ JH|AH|IY juhee
juí /dʒʌaɪ/ JH|AH|AY juhiy
juó /dʒʌoʊ/ JH|AH|OW juhoh
juú /dʒʌuː/ JH|AH|UW juhoo
juä /dʒʌɔː/ JH|AH|AO juhaw
juö /dʒʌɔɪ/ JH|AH|OY juhoi
juâ /dʒʌɑː/ JH|AH|AA juhah
juû /dʒʌʊ/ JH|AH|UH juhuu
jáa /dʒeɪæ/ JH|EY|AE jayaa
jáe /dʒeɪɛ/ JH|EY|EH jayeh
jái /dʒeɪɪ/ JH|EY|IH jayih
jáo /dʒeɪɒ/ JH|EY|AA jayo
jáu /dʒeɪʌ/ JH|EY|AH jayuh
jáá /dʒeɪeɪ/ JH|EY|EY jayay
jáé /dʒeɪiː/ JH|EY|IY jayee
jáí /dʒeɪaɪ/ JH|EY|AY jayiy
jáó /dʒeɪoʊ/ JH|EY|OW jayoh
jáú /dʒeɪuː/ JH|EY|UW jayoo
jáä /dʒeɪɔː/ JH|EY|AO jayaw
jáë /dʒeɪɜː/ JH|EY|ER jayer
jáö /dʒeɪɔɪ/ JH|EY|OY jayoi
jáü /dʒeɪaʊ/ JH|EY|AW jayow
jáâ /dʒeɪɑː/ JH|EY|AA jayah
jáû /dʒeɪʊ/ JH|EY|UH jayuu
jéa /dʒiːæ/ JH|IY|AE jeeaa
jée /dʒiːɛ/ JH|IY|EH jeeeh
jéi /dʒiːɪ/ JH|IY|IH jeeih
jéo /dʒiːɒ/ JH|IY|AA jeeo
jéu /dʒiːʌ/ JH|IY|AH jeeuh
jéá /dʒiːeɪ/ JH|IY|EY jeeay
jéí /dʒiːaɪ/ JH|IY|AY jeeiy
jéó /dʒiːoʊ/ JH|IY|OW jeeoh
jéú /dʒiːuː/ JH|IY|UW jeeoo
jéä /dʒiːɔː/ JH|IY|AO jeeaw
jéë /dʒiːɜː/ JH|IY|ER jeeer
jéö /dʒiːɔɪ/ JH|IY|OY jeeoi
jéü /dʒiːaʊ/ JH|IY|AW jeeow
jéâ /dʒiːɑː/ JH|IY|AA jeeah
jéû /dʒiːʊ/ JH|IY|UH jeeuu
jía /dʒaɪæ/ JH|AY|AE jiyaa
jíe /dʒaɪɛ/ JH|AY|EH jiyeh
jíi /dʒaɪɪ/ JH|AY|IH jiyih
jío /dʒaɪɒ/ JH|AY|AA jiyo
jíu /dʒaɪʌ/ JH|AY|AH jiyuh
jíá /dʒaɪeɪ/ JH|AY|EY jiyay
jíé /dʒaɪiː/ JH|AY|IY jiyee
jíó /dʒaɪoʊ/ JH|AY|OW jiyoh
jíú /dʒaɪuː/ JH|AY|UW jiyoo
jíä /dʒaɪɔː/ JH|AY|AO jiyaw
jíë /dʒaɪɜː/ JH|AY|ER jiyer
jíü /dʒaɪaʊ/ JH|AY|AW jiyow
jíâ /dʒaɪɑː/ JH|AY|AA jiyah
jíû /dʒaɪʊ/ JH|AY|UH jiyuu
jóa /dʒoʊæ/ JH|OW|AE johaa
jóe /dʒoʊɛ/ JH|OW|EH joheh
jói /dʒoʊɪ/ JH|OW|IH johih
jóo /dʒoʊɒ/ JH|OW|AA joho
jóu /dʒoʊʌ/ JH|OW|AH johuh
jóá /dʒoʊeɪ/ JH|OW|EY johay
jóé /dʒoʊiː/ JH|OW|IY johee
jóí /dʒoʊaɪ/ JH|OW|AY johiy
jóó /dʒoʊoʊ/ JH|OW|OW johoh
jóú /dʒoʊuː/ JH|OW|UW johoo
jóä /dʒoʊɔː/ JH|OW|AO johaw
jóë /dʒoʊɜː/ JH|OW|ER joher
jóö /dʒoʊɔɪ/ JH|OW|OY johoi
jóü /dʒoʊaʊ/ JH|OW|AW johow
jóâ /dʒoʊɑː/ JH|OW|AA johah
jóû /dʒoʊʊ/ JH|OW|UH johuu
júa /dʒuːæ/ JH|UW|AE jooaa
júe /dʒuːɛ/ JH|UW|EH jooeh
júi /dʒuːɪ/ JH|UW|IH jooih
júu /dʒuːʌ/ JH|UW|AH joouh
júá /dʒuːeɪ/ JH|UW|EY jooay
júé /dʒuːiː/ JH|UW|IY jooee
júí /dʒuːaɪ/ JH|AW|AY jooiy
júó /dʒuːoʊ/ JH|UW|OW joooh
júä /dʒuːɔː/ JH|UW|AO jooaw
júë /dʒuːɜː/ JH|UW|ER jooer
júö /dʒuːɔɪ/ JH|UW|OY joooi
júü /dʒuːaʊ/ JH|UW|AW jooow
júâ /dʒuːɑː/ JH|UW|AA jooah
júû /dʒuːʊ/ JH|UW|UH joouu
jäa /dʒɔːæ/ JH|AO|AE jawaa
jäe /dʒɔːɛ/ JH|AO|EH jaweh
jäi /dʒɔːɪ/ JH|AO|IH jawih
jäo /dʒɔːɒ/ JH|AO|AA jawo
jäu /dʒɔːʌ/ JH|AO|AH jawuh
jäá /dʒɔːeɪ/ JH|AO|EY jaway
jäé /dʒɔːiː/ JH|AO|IY jawee
jäí /dʒɔːaɪ/ JH|AO|AY jawiy
jäó /dʒɔːoʊ/ JH|AO|OW jawoh
jäú /dʒɔːuː/ JH|AO|UW jawoo
jäë /dʒɔːɜː/ JH|AO|ER jawer
jäö /dʒɔːɔɪ/ JH|AO|OY jawoi
jäâ /dʒɔːɑː/ JH|AO|AA jawah
jäû /dʒɔːʊ/ JH|AO|UH jawuu
jëa /dʒɜːæ/ JH|ER|AE jeraa
jëe /dʒɜːɛ/ JH|ER|EH jereh
jëi /dʒɜːɪ/ JH|ER|IH jerih
jëo /dʒɜːɒ/ JH|ER|AA jero
jëu /dʒɜːʌ/ JH|ER|AH jeruh
jëá /dʒɜːeɪ/ JH|ER|EY jeray
jëé /dʒɜːiː/ JH|ER|IY jeree
jëó /dʒɜːoʊ/ JH|ER|OW jeroh
jëâ /dʒɜːɑː/ JH|ER|AA jerah
jëä /dʒɜːɔː/ JH|ER|AO jeraw
jëë /dʒɜːɜː/ JH|ER|ER jerer
jëö /dʒɜːɔɪ/ JH|ER|OY jeroi
jëü /dʒɜːaʊ/ JH|ER|AW jerow
jöa /dʒɔɪæ/ JH|OY|AE joiaa
jöë /dʒɔɪɜː/ JH|OY|ER joier
jüi /dʒaʊɪ/ JH|AW|IH jowih
jüá /dʒaʊeɪ/ JH|AW|EY joway
jüé /dʒaʊiː/ JH|AW|IY jowee
jüë /dʒaʊɜː/ JH|AW|ER jower
jüâ /dʒaʊɑː/ JH|AW|AA jowah
jâé /dʒɑːiː/ JH|AA|IY jahee
jâí /dʒɑːaɪ/ JH|AA|AY jahiy
jâö /dʒɑːɔɪ/ JH|AA|OY jahoi
jâû /dʒɑːʊ/ JH|AA|UH jahuu
jûa /dʒʊæ/ JH|UH|AE juuaa
jûi /dʒʊɪ/ JH|UH|IH juuih
jûo /dʒʊɒ/ JH|UH|AA juuo
ka /kæ/ K|AE kaa
ke /kɛ/ K|EH keh
ki /kɪ/ K|IH kih
ko /kɒ/ K|AA ko
ku /kʌ/ K|AH kuh
ká /keɪ/ K|EY kay
ké /kiː/ K|IY kee
kí /kaɪ/ K|AY kiy
kó /koʊ/ K|OW koh
kú /kuː/ K|UW koo
kä /kɔː/ K|AO kaw
kë /kɜː/ K|ER ker
kï /kj/ K|Y ky
kö /kɔɪ/ K|OY koi
kü /kaʊ/ K|AW kow
kâ /kɑː/ K|AA kah
kû /kʊ/ K|UH kuu
keé /kɛiː/ K|EH|IY kehee
keâ /kɛɑː/ K|EH|AA kehah
keû /kɛʊ/ K|EH|UH kehuu
kou /kɒʌ/ K|AA|AH kouh
koë /kɒɜː/ K|AA|ER koer
kue /kʌɛ/ K|AH|EH kuheh
kui /kʌɪ/ K|AH|IH kuhih
kuo /kʌɒ/ K|AH|AA kuho
kuu /kʌʌ/ K|AH|AH kuhuh
kuá /kʌeɪ/ K|AH|EY kuhay
kué /kʌiː/ K|AH|IY kuhee
kuí /kʌaɪ/ K|AH|AY kuhiy
kuó /kʌoʊ/ K|AH|OW kuhoh
kuú /kʌuː/ K|AH|UW kuhoo
kuä /kʌɔː/ K|AH|AO kuhaw
kuö /kʌɔɪ/ K|AH|OY kuhoi
kuâ /kʌɑː/ K|AH|AA kuhah
kuû /kʌʊ/ K|AH|UH kuhuu
káa /keɪæ/ K|EY|AE kayaa
káe /keɪɛ/ K|EY|EH kayeh
kái /keɪɪ/ K|EY|IH kayih
káo /keɪɒ/ K|EY|AA kayo
káu /keɪʌ/ K|EY|AH kayuh
káá /keɪeɪ/ K|EY|EY kayay
káé /keɪiː/ K|EY|IY kayee
káí /keɪaɪ/ K|EY|AY kayiy
káó /keɪoʊ/ K|EY|OW kayoh
káú /keɪuː/ K|EY|UW kayoo
káä /keɪɔː/ K|EY|AO kayaw
káë /keɪɜː/ K|EY|ER kayer
káö /keɪɔɪ/ K|EY|OY kayoi
káü /keɪaʊ/ K|EY|AW kayow
káâ /keɪɑː/ K|EY|AA kayah
káû /keɪʊ/ K|EY|UH kayuu
kéa /kiːæ/ K|IY|AE keeaa
kée /kiːɛ/ K|IY|EH keeeh
kéi /kiːɪ/ K|IY|IH keeih
kéo /kiːɒ/ K|IY|AA keeo
kéu /kiːʌ/ K|IY|AH keeuh
kéá /kiːeɪ/ K|IY|EY keeay
kéí /kiːaɪ/ K|IY|AY keeiy
kéó /kiːoʊ/ K|IY|OW keeoh
kéú /kiːuː/ K|IY|UW keeoo
kéä /kiːɔː/ K|IY|AO keeaw
kéë /kiːɜː/ K|IY|ER keeer
kéö /kiːɔɪ/ K|IY|OY keeoi
kéü /kiːaʊ/ K|IY|AW keeow
kéâ /kiːɑː/ K|IY|AA keeah
kéû /kiːʊ/ K|IY|UH keeuu
kía /kaɪæ/ K|AY|AE kiyaa
kíe /kaɪɛ/ K|AY|EH kiyeh
kíi /kaɪɪ/ K|AY|IH kiyih
kío /kaɪɒ/ K|AY|AA kiyo
kíu /kaɪʌ/ K|AY|AH kiyuh
kíá /kaɪeɪ/ K|AY|EY kiyay
kíé /kaɪiː/ K|AY|IY kiyee
kíó /kaɪoʊ/ K|AY|OW kiyoh
kíú /kaɪuː/ K|AY|UW kiyoo
kíä /kaɪɔː/ K|AY|AO kiyaw
kíë /kaɪɜː/ K|AY|ER kiyer
kíü /kaɪaʊ/ K|AY|AW kiyow
kíâ /kaɪɑː/ K|AY|AA kiyah
kíû /kaɪʊ/ K|AY|UH kiyuu
kóa /koʊæ/ K|OW|AE kohaa
kóe /koʊɛ/ K|OW|EH koheh
kói /koʊɪ/ K|OW|IH kohih
kóo /koʊɒ/ K|OW|AA koho
kóu /koʊʌ/ K|OW|AH kohuh
kóá /koʊeɪ/ K|OW|EY kohay
kóé /koʊiː/ K|OW|IY kohee
kóí /koʊaɪ/ K|OW|AY kohiy
kóó /koʊoʊ/ K|OW|OW kohoh
kóú /koʊuː/ K|OW|UW kohoo
kóä /koʊɔː/ K|OW|AO kohaw
kóë /koʊɜː/ K|OW|ER koher
kóö /koʊɔɪ/ K|OW|OY kohoi
kóü /koʊaʊ/ K|OW|AW kohow
kóâ /koʊɑː/ K|OW|AA kohah
kóû /koʊʊ/ K|OW|UH kohuu
kúa /kuːæ/ K|UW|AE kooaa
kúe /kuːɛ/ K|UW|EH kooeh
kúi /kuːɪ/ K|UW|IH kooih
kúu /kuːʌ/ K|UW|AH koouh
kúá /kuːeɪ/ K|UW|EY kooay
kúé /kuːiː/ K|UW|IY kooee
kúí /kuːaɪ/ K|AW|AY kooiy
kúó /kuːoʊ/ K|UW|OW koooh
kúä /kuːɔː/ K|UW|AO kooaw
kúë /kuːɜː/ K|UW|ER kooer
kúö /kuːɔɪ/ K|UW|OY koooi
kúü /kuːaʊ/ K|UW|AW kooow
kúâ /kuːɑː/ K|UW|AA kooah
kúû /kuːʊ/ K|UW|UH koouu
käa /kɔːæ/ K|AO|AE kawaa
käe /kɔːɛ/ K|AO|EH kaweh
käi /kɔːɪ/ K|AO|IH kawih
käo /kɔːɒ/ K|AO|AA kawo
käu /kɔːʌ/ K|AO|AH kawuh
käá /kɔːeɪ/ K|AO|EY kaway
käé /kɔːiː/ K|AO|IY kawee
käí /kɔːaɪ/ K|AO|AY kawiy
käó /kɔːoʊ/ K|AO|OW kawoh
käú /kɔːuː/ K|AO|UW kawoo
käë /kɔːɜː/ K|AO|ER kawer
käö /kɔːɔɪ/ K|AO|OY kawoi
käâ /kɔːɑː/ K|AO|AA kawah
käû /kɔːʊ/ K|AO|UH kawuu
këa /kɜːæ/ K|ER|AE keraa
këe /kɜːɛ/ K|ER|EH kereh
këi /kɜːɪ/ K|ER|IH kerih
këo /kɜːɒ/ K|ER|AA kero
këu /kɜːʌ/ K|ER|AH keruh
këá /kɜːeɪ/ K|ER|EY keray
këé /kɜːiː/ K|ER|IY keree
këó /kɜːoʊ/ K|ER|OW keroh
këâ /kɜːɑː/ K|ER|AA kerah
këä /kɜːɔː/ K|ER|AO keraw
këë /kɜːɜː/ K|ER|ER kerer
këö /kɜːɔɪ/ K|ER|OY keroi
këü /kɜːaʊ/ K|ER|AW kerow
köa /kɔɪæ/ K|OY|AE koiaa
köë /kɔɪɜː/ K|OY|ER koier
küi /kaʊɪ/ K|AW|IH kowih
küá /kaʊeɪ/ K|AW|EY koway
küé /kaʊiː/ K|AW|IY kowee
küë /kaʊɜː/ K|AW|ER kower
küâ /kaʊɑː/ K|AW|AA kowah
kâé /kɑːiː/ K|AA|IY kahee
kâí /kɑːaɪ/ K|AA|AY kahiy
kâö /kɑːɔɪ/ K|AA|OY kahoi
kâû /kɑːʊ/ K|AA|UH kahuu
